,abortion,eth,male,age,educ,repvote,region,state
17574,0,White,0.5,40-49,HS,0.35348721299999997,Northeast,MA
17575,0,Other,0.5,18-29,Some college,0.547132256,South,TX
17576,0,White,-0.5,30-39,Post-grad,0.41213068799999997,West,WA
17577,0,White,-0.5,30-39,4-Year College,0.473166666,West,CO
17578,1,Hispanic,0.5,50-59,HS,0.547132256,South,TX
17579,0,White,0.5,50-59,Post-grad,0.542676846,North Central,OH
17580,0,Hispanic,0.5,30-39,Some college,0.453492051,West,NM
17581,1,Hispanic,0.5,30-39,4-Year College,0.487062906,West,NV
17582,0,Hispanic,0.5,30-39,4-Year College,0.547132256,South,TX
17583,0,Other,-0.5,60-69,Some college,0.547132256,South,TX
17584,1,Black,-0.5,30-39,Some college,0.519037458,South,NC
17585,0,Black,-0.5,40-49,Post-grad,0.382275815,Northeast,NY
17586,0,Hispanic,-0.5,40-49,No HS,0.547132256,South,TX
17587,1,White,0.5,30-39,Post-grad,0.35348721299999997,Northeast,MA
17588,1,White,0.5,60-69,Some college,0.623836582,West,UT
17589,1,White,-0.5,50-59,HS,0.6111147029999999,North Central,KS
17590,0,Black,0.5,50-59,HS,0.338717892,West,CA
17591,0,White,0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
17592,0,White,0.5,50-59,Some college,0.382275815,Northeast,NY
17593,1,White,0.5,50-59,Some college,0.501176682,North Central,MI
17594,0,White,-0.5,40-49,HS,0.542676846,North Central,OH
17595,1,White,0.5,70+,HS,0.6428513770000001,South,AR
17596,0,White,0.5,50-59,4-Year College,0.35348721299999997,Northeast,MA
17597,0,White,-0.5,18-29,4-Year College,0.491681431,North Central,MN
17598,0,White,0.5,60-69,HS,0.5037553579999999,Northeast,PA
17599,1,White,0.5,50-59,Some college,0.473166666,West,CO
17600,1,White,-0.5,30-39,Some college,0.382275815,Northeast,NY
17601,0,White,0.5,50-59,4-Year College,0.409799486,North Central,IL
17602,0,Hispanic,-0.5,50-59,4-Year College,0.547132256,South,TX
17603,0,Other,-0.5,40-49,Post-grad,0.382275815,Northeast,NY
17604,1,Hispanic,-0.5,30-39,Post-grad,0.547132256,South,TX
17605,0,White,-0.5,70+,HS,0.338717892,West,CA
17606,0,White,-0.5,18-29,HS,0.506188355,South,FL
17607,0,White,-0.5,40-49,Some college,0.35983750299999995,South,MD
17608,1,White,-0.5,40-49,4-Year College,0.382275815,Northeast,NY
17609,0,White,0.5,30-39,4-Year College,0.42715809899999996,Northeast,NJ
17610,0,White,-0.5,30-39,Post-grad,0.35983750299999995,South,MD
17611,0,White,0.5,50-59,HS,0.542676846,North Central,OH
17612,1,Black,-0.5,50-59,Some college,0.416892959,Northeast,RI
17613,1,White,0.5,60-69,HS,0.590898473,South,MS
17614,1,White,0.5,60-69,4-Year College,0.63624343,South,TN
17615,1,White,-0.5,18-29,HS,0.5266117260000001,South,GA
17616,0,White,-0.5,70+,HS,0.382275815,Northeast,NY
17617,1,White,-0.5,70+,HS,0.506188355,South,FL
17618,0,White,0.5,50-59,Some college,0.547132256,South,TX
17619,0,White,-0.5,40-49,Some college,0.574602564,South,SC
17620,1,Hispanic,0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
17621,1,White,0.5,50-59,HS,0.550635478,North Central,IA
17622,0,White,0.5,40-49,4-Year College,0.547132256,South,TX
17623,0,White,-0.5,18-29,Post-grad,0.382275815,Northeast,NY
17624,1,White,0.5,50-59,4-Year College,0.487062906,West,NV
17625,0,White,0.5,30-39,HS,0.428584525,Northeast,CT
17626,1,Black,-0.5,50-59,HS,0.547132256,South,TX
17627,1,White,0.5,50-59,4-Year College,0.693047372,South,OK
17628,0,White,-0.5,40-49,HS,0.409799486,North Central,IL
17629,1,White,0.5,60-69,HS,0.501176682,North Central,MI
17630,1,White,0.5,50-59,Some college,0.338717892,West,CA
17631,0,White,-0.5,70+,HS,0.643741436,South,AL
17632,0,Hispanic,-0.5,30-39,Some college,0.453492051,West,NM
17633,1,Other,-0.5,30-39,4-Year College,0.471736237,South,VA
17634,0,White,-0.5,18-29,4-Year College,0.550635478,North Central,IA
17635,1,White,0.5,40-49,Post-grad,0.471736237,South,VA
17636,0,White,0.5,60-69,4-Year College,0.5266117260000001,South,GA
17637,1,Other,-0.5,30-39,4-Year College,0.519037458,South,NC
17638,0,White,-0.5,30-39,4-Year College,0.757053196,West,WY
17639,1,White,0.5,50-59,Some college,0.542676846,North Central,OH
17640,1,White,0.5,70+,HS,0.506188355,South,FL
17641,0,White,-0.5,18-29,Some college,0.338717892,West,CA
17642,0,White,-0.5,18-29,HS,0.518900234,West,AZ
17643,1,White,-0.5,40-49,HS,0.574602564,South,SC
17644,0,White,0.5,50-59,Some college,0.506188355,South,FL
17645,0,White,0.5,60-69,No HS,0.5037553579999999,Northeast,PA
17646,1,White,0.5,50-59,4-Year College,0.518900234,West,AZ
17647,0,White,0.5,60-69,HS,0.471736237,South,VA
17648,1,White,-0.5,60-69,HS,0.506188355,South,FL
17649,0,White,-0.5,30-39,Some college,0.338717892,West,CA
17650,1,White,-0.5,30-39,No HS,0.409799486,North Central,IL
17651,1,White,0.5,40-49,4-Year College,0.547132256,South,TX
17652,0,White,-0.5,60-69,HS,0.59818561,North Central,MO
17653,0,Black,-0.5,30-39,HS,0.643741436,South,AL
17654,0,White,-0.5,30-39,HS,0.518900234,West,AZ
17655,0,Other,-0.5,18-29,Some college,0.506188355,South,FL
17656,0,White,0.5,50-59,HS,0.382275815,Northeast,NY
17657,1,White,-0.5,30-39,HS,0.409799486,North Central,IL
17658,1,White,0.5,50-59,HS,0.547132256,South,TX
17659,1,White,0.5,30-39,Post-grad,0.35348721299999997,Northeast,MA
17660,1,White,0.5,70+,HS,0.41213068799999997,West,WA
17661,0,White,-0.5,60-69,HS,0.506188355,South,FL
17662,0,White,0.5,40-49,4-Year College,0.547132256,South,TX
17663,1,White,-0.5,70+,HS,0.506188355,South,FL
17664,1,White,-0.5,30-39,HS,0.547132256,South,TX
17665,1,White,0.5,60-69,No HS,0.59818561,North Central,MO
17666,0,Other,-0.5,30-39,Post-grad,0.547132256,South,TX
17667,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
17668,0,White,-0.5,18-29,HS,0.5037553579999999,Northeast,PA
17669,1,White,-0.5,50-59,HS,0.65670629,South,KY
17670,1,White,0.5,50-59,4-Year College,0.63624343,South,TN
17671,0,White,0.5,30-39,HS,0.409799486,North Central,IL
17672,1,White,-0.5,40-49,No HS,0.5266117260000001,South,GA
17673,1,White,0.5,70+,HS,0.601173095,North Central,IN
17674,1,White,-0.5,70+,HS,0.438441611,West,OR
17675,1,White,-0.5,40-49,No HS,0.409799486,North Central,IL
17676,1,White,0.5,50-59,4-Year College,0.5037553579999999,Northeast,PA
17677,1,Hispanic,-0.5,18-29,4-Year College,0.382275815,Northeast,NY
17678,0,White,0.5,18-29,HS,0.41213068799999997,West,WA
17679,1,White,0.5,18-29,HS,0.63624343,South,TN
17680,1,White,0.5,18-29,Some college,0.501176682,North Central,MI
17681,0,White,-0.5,18-29,HS,0.6428513770000001,South,AR
17682,1,Black,-0.5,30-39,Post-grad,0.506188355,South,FL
17683,0,White,-0.5,60-69,HS,0.506188355,South,FL
17684,0,White,-0.5,30-39,Some college,0.438441611,West,OR
17685,0,White,-0.5,30-39,4-Year College,0.574602564,South,SC
17686,1,White,0.5,60-69,4-Year College,0.698092429,North Central,ND
17687,0,White,-0.5,30-39,4-Year College,0.42715809899999996,Northeast,NJ
17688,0,White,-0.5,30-39,Some college,0.484032089,Northeast,ME
17689,1,Hispanic,0.5,50-59,Post-grad,0.453492051,West,NM
17690,0,Black,0.5,50-59,Some college,0.506188355,South,FL
17691,0,Black,-0.5,50-59,Some college,0.547132256,South,TX
17692,0,White,-0.5,18-29,4-Year College,0.409799486,North Central,IL
17693,1,White,-0.5,70+,HS,0.59818561,North Central,MO
17694,1,Black,0.5,30-39,4-Year College,0.601173095,North Central,IN
17695,0,Hispanic,0.5,40-49,HS,0.547132256,South,TX
17696,1,White,-0.5,40-49,No HS,0.542676846,North Central,OH
17697,0,Black,0.5,30-39,Some college,0.506188355,South,FL
17698,0,White,-0.5,70+,4-Year College,0.542676846,North Central,OH
17699,0,Black,0.5,30-39,HS,0.547132256,South,TX
17700,1,White,0.5,70+,HS,0.42715809899999996,Northeast,NJ
17701,0,Black,0.5,18-29,4-Year College,0.519037458,South,NC
17702,0,White,0.5,50-59,4-Year College,0.50407989,North Central,WI
17703,0,Black,0.5,50-59,Some college,0.547132256,South,TX
17704,1,Hispanic,0.5,60-69,Some college,0.409799486,North Central,IL
17705,0,White,-0.5,60-69,No HS,0.501176682,North Central,MI
17706,0,White,0.5,50-59,Some college,0.34813573700000006,Northeast,VT
17707,0,Black,0.5,70+,Some college,0.506188355,South,FL
17708,1,Other,-0.5,50-59,4-Year College,0.65670629,South,KY
17709,0,White,0.5,18-29,4-Year College,0.59818561,North Central,MO
17710,1,White,-0.5,70+,HS,0.59818561,North Central,MO
17711,1,White,-0.5,18-29,4-Year College,0.65670629,South,KY
17712,1,White,-0.5,60-69,HS,0.409799486,North Central,IL
17713,0,White,0.5,40-49,HS,0.506188355,South,FL
17714,1,Hispanic,-0.5,30-39,Some college,0.506188355,South,FL
17715,0,White,0.5,40-49,4-Year College,0.382275815,Northeast,NY
17716,0,White,-0.5,70+,HS,0.42715809899999996,Northeast,NJ
17717,1,White,0.5,50-59,HS,0.42715809899999996,Northeast,NJ
17718,1,White,0.5,60-69,HS,0.35348721299999997,Northeast,MA
17719,1,White,0.5,50-59,HS,0.5037553579999999,Northeast,PA
17720,0,White,-0.5,18-29,4-Year College,0.683101767,West,ID
17721,0,White,0.5,70+,HS,0.506188355,South,FL
17722,1,White,-0.5,30-39,4-Year College,0.50407989,North Central,WI
17723,1,Hispanic,0.5,30-39,4-Year College,0.338717892,West,CA
17724,1,White,0.5,60-69,4-Year College,0.338717892,West,CA
17725,1,White,0.5,30-39,Some college,0.59818561,North Central,MO
17726,1,White,-0.5,30-39,4-Year College,0.409799486,North Central,IL
17727,1,White,-0.5,30-39,Some college,0.338717892,West,CA
17728,0,White,0.5,18-29,4-Year College,0.382275815,Northeast,NY
17729,0,Black,-0.5,30-39,4-Year College,0.471736237,South,VA
17730,1,Hispanic,-0.5,30-39,4-Year College,0.506188355,South,FL
17731,0,Black,-0.5,18-29,4-Year College,0.471736237,South,VA
17732,0,White,-0.5,30-39,Some college,0.550635478,North Central,IA
17733,0,White,0.5,40-49,4-Year College,0.42715809899999996,Northeast,NJ
17734,0,White,0.5,40-49,4-Year College,0.50407989,North Central,WI
17735,0,White,0.5,30-39,HS,0.409799486,North Central,IL
17736,1,Black,-0.5,50-59,Post-grad,0.409799486,North Central,IL
17737,0,White,-0.5,40-49,Post-grad,0.35983750299999995,South,MD
17738,0,White,0.5,18-29,Post-grad,0.35983750299999995,South,MD
17739,1,White,0.5,40-49,4-Year College,0.409799486,North Central,IL
17740,0,White,0.5,50-59,No HS,0.41213068799999997,West,WA
17741,0,White,-0.5,30-39,Post-grad,0.542676846,North Central,OH
17742,0,White,-0.5,30-39,Some college,0.338717892,West,CA
17743,0,White,-0.5,30-39,Some college,0.698092429,North Central,ND
17744,0,Other,0.5,50-59,Post-grad,0.471736237,South,VA
17745,1,White,-0.5,70+,HS,0.35983750299999995,South,MD
17746,0,White,-0.5,60-69,HS,0.550635478,North Central,IA
17747,0,Black,-0.5,60-69,Post-grad,0.519037458,South,NC
17748,1,White,0.5,70+,HS,0.6111147029999999,North Central,KS
17749,1,White,-0.5,50-59,HS,0.440013786,South,DE
17750,0,White,-0.5,50-59,HS,0.35348721299999997,Northeast,MA
17751,1,Hispanic,-0.5,40-49,Some college,0.5037553579999999,Northeast,PA
17752,1,Black,-0.5,50-59,4-Year College,0.338717892,West,CA
17753,1,White,-0.5,30-39,4-Year College,0.63624343,South,TN
17754,1,White,0.5,40-49,No HS,0.50407989,North Central,WI
17755,1,White,0.5,50-59,Some college,0.721610523,South,WV
17756,0,White,0.5,30-39,Post-grad,0.409799486,North Central,IL
17757,0,White,-0.5,30-39,Post-grad,0.382275815,Northeast,NY
17758,0,White,-0.5,40-49,HS,0.542676846,North Central,OH
17759,0,White,-0.5,40-49,Some college,0.438441611,West,OR
17760,0,White,-0.5,40-49,Post-grad,0.506188355,South,FL
17761,1,White,-0.5,30-39,4-Year College,0.501176682,North Central,MI
17762,1,Other,0.5,40-49,Some college,0.683101767,West,ID
17763,0,White,0.5,70+,HS,0.63624343,South,TN
17764,1,White,0.5,60-69,HS,0.35983750299999995,South,MD
17765,0,Hispanic,-0.5,60-69,HS,0.547132256,South,TX
17766,1,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
17767,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
17768,1,Black,0.5,60-69,Some college,0.5266117260000001,South,GA
17769,1,White,0.5,60-69,Some college,0.547132256,South,TX
17770,0,White,0.5,18-29,HS,0.6354767410000001,North Central,NE
17771,1,White,-0.5,40-49,Some college,0.35348721299999997,Northeast,MA
17772,0,White,-0.5,30-39,Some college,0.338717892,West,CA
17773,0,Hispanic,-0.5,30-39,HS,0.338717892,West,CA
17774,0,White,0.5,60-69,HS,0.501176682,North Central,MI
17775,0,White,0.5,30-39,Some college,0.473166666,West,CO
17776,1,White,0.5,60-69,Some college,0.519037458,South,NC
17777,0,White,-0.5,30-39,4-Year College,0.416892959,Northeast,RI
17778,0,White,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
17779,0,White,0.5,18-29,Post-grad,0.42715809899999996,Northeast,NJ
17780,1,White,0.5,60-69,Some college,0.506188355,South,FL
17781,1,White,0.5,30-39,Some college,0.35983750299999995,South,MD
17782,0,White,-0.5,70+,HS,0.63624343,South,TN
17783,1,Other,0.5,50-59,Some college,0.338717892,West,CA
17784,0,Hispanic,-0.5,30-39,HS,0.547132256,South,TX
17785,1,White,0.5,50-59,Some college,0.518900234,West,AZ
17786,0,White,-0.5,18-29,Some college,0.338717892,West,CA
17787,0,White,0.5,60-69,No HS,0.409799486,North Central,IL
17788,0,White,-0.5,30-39,4-Year College,0.518900234,West,AZ
17789,0,White,-0.5,30-39,HS,0.338717892,West,CA
17790,1,White,0.5,40-49,Some college,0.623836582,West,UT
17791,0,White,-0.5,18-29,Post-grad,0.491681431,North Central,MN
17792,1,White,-0.5,40-49,Post-grad,0.518900234,West,AZ
17793,1,Other,-0.5,60-69,4-Year College,0.35983750299999995,South,MD
17794,0,White,-0.5,40-49,Post-grad,0.382275815,Northeast,NY
17795,0,White,0.5,40-49,Some college,0.501176682,North Central,MI
17796,1,White,-0.5,40-49,Some college,0.501176682,North Central,MI
17797,1,White,-0.5,40-49,4-Year College,0.542676846,North Central,OH
17798,0,Other,-0.5,18-29,No HS,0.501176682,North Central,MI
17799,1,White,0.5,50-59,4-Year College,0.501176682,North Central,MI
17800,0,Hispanic,-0.5,60-69,Some college,0.506188355,South,FL
17801,1,White,-0.5,18-29,4-Year College,0.6111147029999999,North Central,KS
17802,0,White,0.5,40-49,4-Year College,0.382275815,Northeast,NY
17803,0,White,-0.5,30-39,HS,0.506188355,South,FL
17804,1,White,0.5,40-49,Some college,0.6428513770000001,South,AR
17805,0,White,0.5,60-69,Some college,0.41213068799999997,West,WA
17806,0,Black,0.5,50-59,Some college,0.428584525,Northeast,CT
17807,1,White,0.5,40-49,Some college,0.325586625,West,HI
17808,0,White,0.5,50-59,Some college,0.542676846,North Central,OH
17809,1,Black,-0.5,50-59,HS,0.471736237,South,VA
17810,0,White,0.5,30-39,Some college,0.409799486,North Central,IL
17811,0,White,0.5,60-69,HS,0.41213068799999997,West,WA
17812,0,Black,-0.5,30-39,Some college,0.41213068799999997,West,WA
17813,1,White,-0.5,50-59,HS,0.42715809899999996,Northeast,NJ
17814,0,White,0.5,50-59,HS,0.547132256,South,TX
17815,1,Hispanic,0.5,50-59,4-Year College,0.547132256,South,TX
17816,0,White,0.5,30-39,Post-grad,0.338717892,West,CA
17817,0,White,-0.5,60-69,HS,0.50407989,North Central,WI
17818,0,White,0.5,40-49,4-Year College,0.409799486,North Central,IL
17819,1,Other,0.5,40-49,4-Year College,0.35348721299999997,Northeast,MA
17820,0,Hispanic,-0.5,30-39,HS,0.501176682,North Central,MI
17821,1,White,0.5,40-49,HS,0.693047372,South,OK
17822,0,Black,-0.5,40-49,Some college,0.382275815,Northeast,NY
17823,1,White,0.5,70+,HS,0.518900234,West,AZ
17824,0,Hispanic,-0.5,40-49,HS,0.338717892,West,CA
17825,0,White,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
17826,0,White,-0.5,30-39,Some college,0.65670629,South,KY
17827,0,Black,-0.5,40-49,4-Year College,0.574602564,South,SC
17828,0,White,0.5,30-39,Some college,0.491681431,North Central,MN
17829,1,White,0.5,70+,HS,0.50407989,North Central,WI
17830,0,Other,0.5,30-39,Post-grad,0.428584525,Northeast,CT
17831,0,Other,-0.5,30-39,Some college,0.438441611,West,OR
17832,0,Black,0.5,50-59,Post-grad,0.50407989,North Central,WI
17833,0,White,-0.5,18-29,HS,0.643741436,South,AL
17834,0,White,-0.5,40-49,Post-grad,0.338717892,West,CA
17835,0,Other,0.5,18-29,4-Year College,0.382275815,Northeast,NY
17836,0,White,0.5,18-29,4-Year College,0.6428513770000001,South,AR
17837,1,White,0.5,50-59,Some college,0.491681431,North Central,MN
17838,0,White,-0.5,50-59,Some college,0.542676846,North Central,OH
17839,0,Hispanic,-0.5,18-29,Some college,0.506188355,South,FL
17840,0,White,-0.5,18-29,Some college,0.501176682,North Central,MI
17841,1,White,-0.5,70+,HS,0.757053196,West,WY
17842,1,White,0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
17843,1,White,-0.5,40-49,Some college,0.338717892,West,CA
17844,1,White,0.5,30-39,Post-grad,0.721610523,South,WV
17845,0,White,0.5,40-49,4-Year College,0.382275815,Northeast,NY
17846,0,Hispanic,-0.5,30-39,Some college,0.518900234,West,AZ
17847,0,White,-0.5,70+,HS,0.63624343,South,TN
17848,1,White,-0.5,60-69,HS,0.518900234,West,AZ
17849,0,White,0.5,30-39,4-Year College,0.35983750299999995,South,MD
17850,0,White,-0.5,70+,HS,0.506188355,South,FL
17851,1,White,-0.5,40-49,HS,0.5037553579999999,Northeast,PA
17852,1,White,0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
17853,0,Hispanic,-0.5,30-39,Some college,0.382275815,Northeast,NY
17854,1,White,0.5,30-39,Post-grad,0.542676846,North Central,OH
17855,0,White,0.5,40-49,Some college,0.409799486,North Central,IL
17856,1,White,-0.5,18-29,No HS,0.6354767410000001,North Central,NE
17857,0,Hispanic,0.5,30-39,Post-grad,0.547132256,South,TX
17858,1,White,-0.5,70+,HS,0.440013786,South,DE
17859,0,White,-0.5,60-69,HS,0.506188355,South,FL
17860,0,White,0.5,50-59,Some college,0.550635478,North Central,IA
17861,1,White,0.5,70+,HS,0.519037458,South,NC
17862,1,Black,-0.5,60-69,Post-grad,0.519037458,South,NC
17863,0,White,-0.5,60-69,HS,0.6354767410000001,North Central,NE
17864,0,White,-0.5,50-59,HS,0.63624343,South,TN
17865,1,White,0.5,60-69,Some college,0.338717892,West,CA
17866,0,White,0.5,40-49,4-Year College,0.611096643,West,MT
17867,0,White,-0.5,30-39,HS,0.63624343,South,TN
17868,0,Black,-0.5,30-39,Post-grad,0.473166666,West,CO
17869,1,White,0.5,60-69,HS,0.59818561,North Central,MO
17870,0,White,-0.5,18-29,Post-grad,0.42715809899999996,Northeast,NJ
17871,1,Black,-0.5,60-69,No HS,0.338717892,West,CA
17872,0,White,0.5,50-59,Some college,0.42715809899999996,Northeast,NJ
17873,1,White,0.5,50-59,Some college,0.6428513770000001,South,AR
17874,1,White,0.5,60-69,HS,0.506188355,South,FL
17875,0,Hispanic,-0.5,60-69,HS,0.506188355,South,FL
17876,1,White,-0.5,50-59,HS,0.487062906,West,NV
17877,1,White,0.5,40-49,Some college,0.547132256,South,TX
17878,0,White,-0.5,40-49,Some college,0.519037458,South,NC
17879,1,White,0.5,50-59,Some college,0.65670629,South,KY
17880,1,Other,-0.5,40-49,Some college,0.338717892,West,CA
17881,1,White,-0.5,70+,No HS,0.506188355,South,FL
17882,0,White,0.5,50-59,Some college,0.484032089,Northeast,ME
17883,1,Other,0.5,50-59,4-Year College,0.338717892,West,CA
17884,1,White,0.5,60-69,HS,0.6017167720000001,South,LA
17885,1,White,-0.5,60-69,HS,0.547132256,South,TX
17886,0,Other,-0.5,50-59,Post-grad,0.382275815,Northeast,NY
17887,1,White,-0.5,60-69,HS,0.471736237,South,VA
17888,1,White,-0.5,40-49,Post-grad,0.601173095,North Central,IN
17889,0,White,0.5,40-49,Some college,0.338717892,West,CA
17890,1,Other,-0.5,50-59,Some college,0.519037458,South,NC
17891,0,Hispanic,-0.5,40-49,HS,0.35348721299999997,Northeast,MA
17892,1,White,-0.5,18-29,4-Year College,0.601173095,North Central,IN
17893,0,White,0.5,30-39,4-Year College,0.325586625,West,HI
17894,0,Other,-0.5,60-69,Some college,0.721610523,South,WV
17895,0,White,0.5,50-59,HS,0.65670629,South,KY
17896,0,White,-0.5,30-39,Some college,0.498029716,Northeast,NH
17897,1,White,-0.5,30-39,Some college,0.498029716,Northeast,NH
17898,0,Black,0.5,70+,Some college,0.519037458,South,NC
17899,1,Hispanic,0.5,70+,Post-grad,0.65670629,South,KY
17900,0,Hispanic,-0.5,30-39,HS,0.506188355,South,FL
17901,0,Black,-0.5,50-59,HS,0.35348721299999997,Northeast,MA
17902,0,White,-0.5,30-39,Post-grad,0.382275815,Northeast,NY
17903,1,Hispanic,0.5,60-69,Some college,0.473166666,West,CO
17904,1,White,0.5,70+,HS,0.506188355,South,FL
17905,1,Other,0.5,18-29,HS,0.409799486,North Central,IL
17906,0,White,-0.5,40-49,HS,0.65670629,South,KY
17907,1,White,0.5,30-39,Post-grad,0.409799486,North Central,IL
17908,0,White,0.5,40-49,4-Year College,0.5266117260000001,South,GA
17909,0,White,-0.5,60-69,HS,0.601173095,North Central,IN
17910,1,White,0.5,60-69,HS,0.519037458,South,NC
17911,0,White,-0.5,50-59,HS,0.409799486,North Central,IL
17912,0,White,-0.5,30-39,No HS,0.574602564,South,SC
17913,0,White,0.5,30-39,HS,0.65670629,South,KY
17914,1,White,0.5,40-49,HS,0.506188355,South,FL
17915,1,Other,0.5,30-39,4-Year College,0.6111147029999999,North Central,KS
17916,0,White,0.5,40-49,4-Year College,0.542676846,North Central,OH
17917,0,White,0.5,60-69,4-Year College,0.50407989,North Central,WI
17918,1,White,0.5,50-59,Some college,0.491681431,North Central,MN
17919,0,White,0.5,70+,Post-grad,0.6354767410000001,North Central,NE
17920,1,White,-0.5,70+,Some college,0.491681431,North Central,MN
17921,1,Hispanic,-0.5,18-29,4-Year College,0.338717892,West,CA
17922,0,White,0.5,70+,HS,0.5037553579999999,Northeast,PA
17923,0,White,-0.5,18-29,4-Year College,0.35983750299999995,South,MD
17924,0,White,0.5,70+,Post-grad,0.35348721299999997,Northeast,MA
17925,1,White,0.5,60-69,Post-grad,0.50407989,North Central,WI
17926,0,White,0.5,70+,Post-grad,0.501176682,North Central,MI
17927,0,Hispanic,0.5,70+,4-Year College,0.547132256,South,TX
17928,0,Hispanic,-0.5,50-59,No HS,0.473166666,West,CO
17929,1,White,-0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
17930,0,White,-0.5,70+,HS,0.501176682,North Central,MI
17931,0,White,-0.5,50-59,Some college,0.643741436,South,AL
17932,1,White,0.5,60-69,Post-grad,0.382275815,Northeast,NY
17933,0,White,0.5,70+,HS,0.338717892,West,CA
17934,0,White,-0.5,60-69,4-Year College,0.382275815,Northeast,NY
17935,1,White,0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
17936,1,White,0.5,70+,Some college,0.6017167720000001,South,LA
17937,1,White,0.5,30-39,4-Year College,0.473166666,West,CO
17938,0,White,0.5,60-69,Post-grad,0.5037553579999999,Northeast,PA
17939,0,Other,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
17940,1,White,0.5,70+,HS,0.693047372,South,OK
17941,0,White,0.5,70+,4-Year College,0.42715809899999996,Northeast,NJ
17942,0,White,0.5,50-59,Post-grad,0.35348721299999997,Northeast,MA
17943,1,White,-0.5,70+,4-Year College,0.542676846,North Central,OH
17944,0,White,0.5,70+,4-Year College,0.506188355,South,FL
17945,1,White,-0.5,50-59,HS,0.428584525,Northeast,CT
17946,1,White,0.5,70+,Some college,0.547132256,South,TX
17947,0,White,0.5,70+,4-Year College,0.65670629,South,KY
17948,0,White,0.5,70+,Post-grad,0.547132256,South,TX
17949,0,White,0.5,50-59,4-Year College,0.473166666,West,CO
17950,0,White,0.5,50-59,Post-grad,0.542676846,North Central,OH
17951,1,Other,0.5,70+,4-Year College,0.623836582,West,UT
17952,0,White,-0.5,60-69,Some college,0.453492051,West,NM
17953,1,White,0.5,70+,Post-grad,0.487062906,West,NV
17954,0,White,-0.5,60-69,Some college,0.506188355,South,FL
17955,0,White,0.5,30-39,4-Year College,0.501176682,North Central,MI
17956,0,White,-0.5,60-69,Some college,0.41213068799999997,West,WA
17957,1,White,0.5,70+,Post-grad,0.473166666,West,CO
17958,0,Other,0.5,18-29,4-Year College,0.382275815,Northeast,NY
17959,1,White,-0.5,30-39,Some college,0.5037553579999999,Northeast,PA
17960,0,Black,-0.5,60-69,Some college,0.506188355,South,FL
17961,0,White,-0.5,50-59,Some college,0.65670629,South,KY
17962,1,White,0.5,70+,4-Year College,0.659718581,North Central,SD
17963,0,White,-0.5,70+,4-Year College,0.34813573700000006,Northeast,VT
17964,0,White,-0.5,50-59,HS,0.519037458,South,NC
17965,1,Hispanic,0.5,60-69,Some college,0.338717892,West,CA
17966,1,White,-0.5,70+,Some college,0.382275815,Northeast,NY
17967,0,White,-0.5,70+,Post-grad,0.471736237,South,VA
17968,0,White,-0.5,50-59,4-Year College,0.491681431,North Central,MN
17969,0,White,-0.5,50-59,Some college,0.623836582,West,UT
17970,1,White,0.5,50-59,Post-grad,0.409799486,North Central,IL
17971,0,White,0.5,70+,HS,0.501176682,North Central,MI
17972,0,Black,-0.5,50-59,4-Year College,0.5266117260000001,South,GA
17973,1,Other,0.5,70+,HS,0.35983750299999995,South,MD
17974,0,White,0.5,50-59,Post-grad,0.409799486,North Central,IL
17975,0,White,0.5,70+,HS,0.409799486,North Central,IL
17976,0,White,-0.5,50-59,Some college,0.59818561,North Central,MO
17977,1,White,-0.5,70+,Post-grad,0.506188355,South,FL
17978,1,White,0.5,40-49,4-Year College,0.50407989,North Central,WI
17979,0,White,-0.5,70+,Some college,0.471736237,South,VA
17980,0,White,-0.5,50-59,Post-grad,0.42715809899999996,Northeast,NJ
17981,1,White,0.5,50-59,4-Year College,0.382275815,Northeast,NY
17982,0,White,0.5,70+,Post-grad,0.473166666,West,CO
17983,0,Black,-0.5,70+,Some college,0.518900234,West,AZ
17984,1,White,-0.5,30-39,Some college,0.338717892,West,CA
17985,0,White,0.5,60-69,HS,0.35348721299999997,Northeast,MA
17986,0,Black,0.5,60-69,4-Year College,0.506188355,South,FL
17987,0,White,0.5,40-49,Post-grad,0.542676846,North Central,OH
17988,0,White,-0.5,60-69,4-Year College,0.519037458,South,NC
17989,0,White,-0.5,60-69,Some college,0.643741436,South,AL
17990,1,White,0.5,70+,HS,0.501176682,North Central,MI
17991,0,White,-0.5,30-39,Some college,0.550635478,North Central,IA
17992,1,White,-0.5,70+,HS,0.409799486,North Central,IL
17993,0,White,-0.5,50-59,Some college,0.491681431,North Central,MN
17994,1,Black,0.5,30-39,Post-grad,0.338717892,West,CA
17995,1,Other,-0.5,40-49,HS,0.409799486,North Central,IL
