,abortion,eth,male,age,educ,repvote,region,state
1367,0,Black,-0.5,50-59,4-Year College,0.5266117260000001,South,GA
1368,0,White,-0.5,40-49,No HS,0.409799486,North Central,IL
1369,0,White,-0.5,60-69,HS,0.550635478,North Central,IA
1370,0,White,-0.5,40-49,Some college,0.5037553579999999,Northeast,PA
1371,1,White,0.5,70+,Some college,0.471736237,South,VA
1372,0,White,0.5,18-29,HS,0.498029716,Northeast,NH
1373,1,White,0.5,18-29,Some college,0.659718581,North Central,SD
1374,0,Hispanic,-0.5,18-29,Some college,0.409799486,North Central,IL
1375,1,Black,-0.5,18-29,HS,0.519037458,South,NC
1376,0,Hispanic,-0.5,30-39,4-Year College,0.416892959,Northeast,RI
1377,0,White,0.5,40-49,4-Year College,0.542676846,North Central,OH
1378,0,Hispanic,-0.5,70+,4-Year College,0.41213068799999997,West,WA
1379,0,White,-0.5,40-49,4-Year College,0.519037458,South,NC
1380,0,White,0.5,70+,4-Year College,0.506188355,South,FL
1381,1,White,0.5,70+,4-Year College,0.50407989,North Central,WI
1382,0,White,-0.5,50-59,HS,0.491681431,North Central,MN
1383,0,White,0.5,18-29,No HS,0.35348721299999997,Northeast,MA
1384,1,Other,-0.5,30-39,HS,0.547132256,South,TX
1385,1,White,-0.5,60-69,HS,0.547132256,South,TX
1386,0,White,0.5,50-59,4-Year College,0.547132256,South,TX
1387,0,White,-0.5,30-39,HS,0.42715809899999996,Northeast,NJ
1388,1,White,0.5,70+,4-Year College,0.338717892,West,CA
1389,0,White,-0.5,30-39,Some college,0.65670629,South,KY
1390,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
1391,0,Other,-0.5,30-39,Post-grad,0.409799486,North Central,IL
1392,1,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
1393,0,Other,-0.5,50-59,Post-grad,0.471736237,South,VA
1394,1,Black,0.5,30-39,4-Year College,0.382275815,Northeast,NY
1395,0,Other,0.5,40-49,Some college,0.550635478,North Central,IA
1396,0,Hispanic,0.5,50-59,4-Year College,0.487062906,West,NV
1397,0,White,-0.5,70+,Post-grad,0.519037458,South,NC
1398,0,White,0.5,50-59,Some college,0.506188355,South,FL
1399,0,White,0.5,70+,Post-grad,0.506188355,South,FL
1400,0,White,-0.5,70+,Some college,0.409799486,North Central,IL
1401,0,White,0.5,50-59,HS,0.506188355,South,FL
1402,0,White,0.5,18-29,4-Year College,0.519037458,South,NC
1403,1,White,-0.5,40-49,Some college,0.50407989,North Central,WI
1404,0,White,-0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
1405,1,Hispanic,-0.5,30-39,4-Year College,0.338717892,West,CA
1406,0,Hispanic,-0.5,30-39,Some college,0.506188355,South,FL
1407,1,Other,-0.5,30-39,Some college,0.338717892,West,CA
1408,0,White,0.5,40-49,4-Year College,0.542676846,North Central,OH
1409,0,White,0.5,18-29,Some college,0.501176682,North Central,MI
1410,1,Other,-0.5,50-59,Post-grad,0.574602564,South,SC
1411,1,White,0.5,50-59,4-Year College,0.41213068799999997,West,WA
1412,1,White,-0.5,40-49,Some college,0.501176682,North Central,MI
1413,0,White,0.5,70+,Some college,0.338717892,West,CA
1414,0,White,0.5,30-39,Post-grad,0.471736237,South,VA
1415,1,Hispanic,-0.5,18-29,HS,0.338717892,West,CA
1416,0,Black,0.5,60-69,Some college,0.65670629,South,KY
1417,1,White,-0.5,40-49,Some college,0.501176682,North Central,MI
1418,1,White,0.5,60-69,4-Year College,0.338717892,West,CA
1419,1,White,0.5,40-49,Post-grad,0.501176682,North Central,MI
1420,1,White,-0.5,18-29,HS,0.491681431,North Central,MN
1421,1,White,0.5,50-59,Some college,0.5266117260000001,South,GA
1422,0,White,-0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
1423,0,White,-0.5,40-49,Some college,0.757053196,West,WY
1424,1,White,-0.5,40-49,Some college,0.471736237,South,VA
1425,1,White,0.5,60-69,Post-grad,0.325586625,West,HI
1426,1,White,-0.5,50-59,Some college,0.50407989,North Central,WI
1427,0,White,0.5,18-29,Some college,0.338717892,West,CA
1428,0,White,0.5,70+,Post-grad,0.498029716,Northeast,NH
1429,0,White,0.5,50-59,Post-grad,0.519037458,South,NC
1430,0,White,-0.5,60-69,Post-grad,0.338717892,West,CA
1431,0,White,0.5,70+,Post-grad,0.491681431,North Central,MN
1432,1,White,-0.5,60-69,Post-grad,0.501176682,North Central,MI
1433,0,Other,-0.5,30-39,4-Year College,0.50407989,North Central,WI
1434,1,White,-0.5,30-39,Some college,0.41213068799999997,West,WA
1435,0,White,-0.5,60-69,4-Year College,0.338717892,West,CA
1436,0,White,-0.5,50-59,Some college,0.501176682,North Central,MI
1437,0,White,-0.5,60-69,Post-grad,0.438441611,West,OR
1438,0,White,-0.5,50-59,Some college,0.6428513770000001,South,AR
1439,0,White,0.5,60-69,HS,0.547132256,South,TX
1440,0,White,0.5,30-39,HS,0.50407989,North Central,WI
1441,1,White,0.5,40-49,Some college,0.484032089,Northeast,ME
1442,0,White,-0.5,40-49,4-Year College,0.547132256,South,TX
1443,1,White,-0.5,70+,HS,0.518900234,West,AZ
1444,1,Hispanic,-0.5,30-39,HS,0.59818561,North Central,MO
1445,0,Black,-0.5,18-29,Some college,0.547132256,South,TX
1446,0,Black,-0.5,50-59,Some college,0.409799486,North Central,IL
1447,0,White,0.5,60-69,Some college,0.484032089,Northeast,ME
1448,0,Hispanic,-0.5,30-39,Some college,0.50407989,North Central,WI
1449,1,White,-0.5,50-59,HS,0.338717892,West,CA
1450,1,White,0.5,50-59,Some college,0.550635478,North Central,IA
1451,0,Hispanic,-0.5,18-29,HS,0.506188355,South,FL
1452,0,Hispanic,-0.5,30-39,Some college,0.382275815,Northeast,NY
1453,1,White,0.5,18-29,4-Year College,0.547132256,South,TX
1454,0,White,0.5,18-29,Some college,0.35348721299999997,Northeast,MA
1455,0,White,-0.5,30-39,Some college,0.501176682,North Central,MI
1456,0,Black,0.5,40-49,Some college,0.440013786,South,DE
1457,0,White,0.5,50-59,4-Year College,0.50407989,North Central,WI
1458,1,White,0.5,70+,Some college,0.547132256,South,TX
1459,0,Other,0.5,30-39,Some college,0.574602564,South,SC
1460,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
1461,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
1462,1,Other,-0.5,50-59,4-Year College,0.542676846,North Central,OH
1463,1,White,0.5,70+,Post-grad,0.542676846,North Central,OH
1464,0,White,0.5,50-59,Some college,0.41213068799999997,West,WA
1465,1,White,-0.5,60-69,Some college,0.506188355,South,FL
1466,0,White,-0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
1467,1,White,0.5,30-39,4-Year College,0.506188355,South,FL
1468,1,White,-0.5,50-59,Some college,0.5266117260000001,South,GA
1469,1,Other,0.5,50-59,4-Year College,0.601173095,North Central,IN
1470,0,Black,-0.5,18-29,HS,0.519037458,South,NC
1471,0,White,-0.5,60-69,Some college,0.506188355,South,FL
1472,1,Hispanic,-0.5,40-49,4-Year College,0.506188355,South,FL
1473,1,White,0.5,18-29,Some college,0.5037553579999999,Northeast,PA
1474,0,Black,-0.5,50-59,HS,0.382275815,Northeast,NY
1475,1,White,-0.5,30-39,Some college,0.623836582,West,UT
1476,0,White,0.5,50-59,HS,0.35348721299999997,Northeast,MA
1477,0,Other,-0.5,60-69,HS,0.506188355,South,FL
1478,0,White,-0.5,18-29,Some college,0.542676846,North Central,OH
1479,0,White,-0.5,18-29,4-Year College,0.382275815,Northeast,NY
1480,0,White,-0.5,30-39,4-Year College,0.471736237,South,VA
1481,1,White,0.5,40-49,4-Year College,0.547132256,South,TX
1482,1,White,0.5,50-59,HS,0.542676846,North Central,OH
1483,1,White,-0.5,30-39,Some college,0.498029716,Northeast,NH
1484,0,White,-0.5,70+,HS,0.506188355,South,FL
1485,0,White,0.5,50-59,Post-grad,0.59818561,North Central,MO
1486,1,White,-0.5,40-49,HS,0.338717892,West,CA
1487,0,White,-0.5,50-59,4-Year College,0.65670629,South,KY
1488,0,Other,0.5,30-39,Post-grad,0.471736237,South,VA
1489,1,White,-0.5,30-39,Some college,0.542676846,North Central,OH
1490,1,White,-0.5,70+,Some college,0.6428513770000001,South,AR
1491,0,White,0.5,50-59,HS,0.59818561,North Central,MO
1492,0,White,-0.5,50-59,4-Year College,0.6017167720000001,South,LA
1493,0,White,0.5,70+,HS,0.518900234,West,AZ
1494,0,Black,-0.5,60-69,HS,0.382275815,Northeast,NY
1495,0,White,0.5,50-59,HS,0.471736237,South,VA
1496,1,Other,-0.5,30-39,Some college,0.65670629,South,KY
1497,1,White,-0.5,30-39,Some college,0.693047372,South,OK
1498,0,White,-0.5,40-49,Post-grad,0.601173095,North Central,IN
1499,0,Hispanic,-0.5,18-29,Some college,0.518900234,West,AZ
1500,0,White,0.5,18-29,Some college,0.542676846,North Central,OH
1501,1,White,-0.5,70+,HS,0.471736237,South,VA
1502,1,White,-0.5,40-49,Some college,0.6428513770000001,South,AR
1503,0,White,0.5,50-59,Some college,0.683101767,West,ID
1504,0,White,-0.5,18-29,Some college,0.35983750299999995,South,MD
1505,0,Hispanic,-0.5,30-39,No HS,0.547132256,South,TX
1506,0,White,-0.5,60-69,HS,0.338717892,West,CA
1507,0,Black,-0.5,60-69,HS,0.59818561,North Central,MO
1508,0,Other,-0.5,18-29,4-Year College,0.643741436,South,AL
1509,0,Black,-0.5,60-69,Some college,0.5266117260000001,South,GA
1510,1,White,-0.5,18-29,HS,0.338717892,West,CA
1511,0,White,-0.5,40-49,HS,0.409799486,North Central,IL
1512,0,Black,0.5,30-39,4-Year College,0.550635478,North Central,IA
1513,0,White,-0.5,60-69,Post-grad,0.338717892,West,CA
1514,0,White,0.5,50-59,4-Year College,0.542676846,North Central,OH
1515,0,White,-0.5,18-29,4-Year College,0.59818561,North Central,MO
1516,0,White,0.5,40-49,Some college,0.63624343,South,TN
1517,0,White,0.5,60-69,HS,0.550635478,North Central,IA
1518,1,Other,0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
1519,0,White,-0.5,50-59,4-Year College,0.518900234,West,AZ
1520,0,White,0.5,70+,Post-grad,0.506188355,South,FL
1521,1,White,0.5,18-29,Some college,0.6017167720000001,South,LA
1522,1,White,0.5,40-49,4-Year College,0.63624343,South,TN
1523,0,White,-0.5,60-69,4-Year College,0.382275815,Northeast,NY
1524,0,Black,-0.5,50-59,HS,0.63624343,South,TN
1525,1,Hispanic,-0.5,18-29,4-Year College,0.453492051,West,NM
1526,1,White,0.5,50-59,Some college,0.59818561,North Central,MO
1527,0,Black,-0.5,40-49,HS,0.501176682,North Central,MI
1528,0,White,-0.5,70+,Post-grad,0.506188355,South,FL
1529,0,White,-0.5,60-69,HS,0.693047372,South,OK
1530,0,White,-0.5,50-59,4-Year College,0.547132256,South,TX
1531,0,White,-0.5,70+,Some college,0.550635478,North Central,IA
1532,1,White,-0.5,60-69,4-Year College,0.35983750299999995,South,MD
1533,1,White,-0.5,40-49,HS,0.382275815,Northeast,NY
1534,1,White,-0.5,70+,4-Year College,0.338717892,West,CA
1535,1,Other,0.5,18-29,4-Year College,0.382275815,Northeast,NY
1536,1,Hispanic,0.5,40-49,Some college,0.338717892,West,CA
1537,0,White,-0.5,60-69,HS,0.35983750299999995,South,MD
1538,1,White,0.5,30-39,Some college,0.6017167720000001,South,LA
1539,1,White,0.5,70+,Some college,0.41213068799999997,West,WA
1540,1,Hispanic,-0.5,18-29,HS,0.63624343,South,TN
1541,0,White,-0.5,18-29,4-Year College,0.63624343,South,TN
1542,0,Black,0.5,60-69,Some college,0.574602564,South,SC
1543,0,White,0.5,50-59,Post-grad,0.35983750299999995,South,MD
1544,0,Hispanic,-0.5,40-49,Some college,0.338717892,West,CA
1545,1,White,-0.5,70+,HS,0.506188355,South,FL
1546,0,White,-0.5,18-29,Post-grad,0.35983750299999995,South,MD
1547,1,White,0.5,30-39,4-Year College,0.547132256,South,TX
1548,0,Hispanic,-0.5,30-39,Some college,0.547132256,South,TX
1549,1,White,-0.5,50-59,Some college,0.518900234,West,AZ
1550,0,Black,-0.5,40-49,Post-grad,0.5266117260000001,South,GA
1551,0,White,-0.5,50-59,Some college,0.5037553579999999,Northeast,PA
1552,1,White,0.5,30-39,Post-grad,0.501176682,North Central,MI
1553,0,Black,-0.5,30-39,Some college,0.35983750299999995,South,MD
1554,0,Other,0.5,18-29,Some college,0.506188355,South,FL
1555,1,Other,0.5,18-29,Post-grad,0.35348721299999997,Northeast,MA
1556,0,White,0.5,70+,HS,0.721610523,South,WV
1557,0,Other,0.5,18-29,4-Year College,0.338717892,West,CA
1558,0,Other,0.5,18-29,4-Year College,0.63624343,South,TN
1559,0,White,-0.5,50-59,No HS,0.63624343,South,TN
1560,0,White,0.5,40-49,Post-grad,0.6354767410000001,North Central,NE
1561,1,White,-0.5,70+,HS,0.574602564,South,SC
1562,1,White,-0.5,50-59,HS,0.5266117260000001,South,GA
1563,0,White,-0.5,50-59,Some college,0.542676846,North Central,OH
1564,1,White,-0.5,18-29,HS,0.65670629,South,KY
1565,1,White,-0.5,60-69,Some college,0.519037458,South,NC
1566,0,White,-0.5,60-69,HS,0.50407989,North Central,WI
1567,0,White,-0.5,30-39,Some college,0.550635478,North Central,IA
1568,1,White,-0.5,50-59,No HS,0.721610523,South,WV
1569,1,White,0.5,18-29,HS,0.574602564,South,SC
1570,0,White,-0.5,40-49,Post-grad,0.453492051,West,NM
1571,1,White,0.5,18-29,HS,0.35348721299999997,Northeast,MA
1572,1,White,-0.5,60-69,HS,0.35348721299999997,Northeast,MA
1573,1,Other,0.5,50-59,Post-grad,0.63624343,South,TN
1574,0,Black,-0.5,40-49,Some college,0.338717892,West,CA
1575,1,Other,-0.5,50-59,Some college,0.338717892,West,CA
1576,0,White,-0.5,70+,Some college,0.382275815,Northeast,NY
1577,1,White,-0.5,60-69,Some college,0.63624343,South,TN
1578,0,White,0.5,18-29,4-Year College,0.41213068799999997,West,WA
1579,1,White,0.5,18-29,HS,0.519037458,South,NC
1580,0,White,-0.5,60-69,HS,0.519037458,South,NC
1581,1,Black,-0.5,40-49,Some college,0.382275815,Northeast,NY
1582,1,White,0.5,40-49,Post-grad,0.409799486,North Central,IL
1583,0,White,-0.5,40-49,HS,0.41213068799999997,West,WA
1584,0,Hispanic,-0.5,40-49,4-Year College,0.601173095,North Central,IN
1585,0,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
1586,1,White,0.5,70+,Some college,0.519037458,South,NC
1587,0,White,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
1588,0,Black,-0.5,18-29,4-Year College,0.643741436,South,AL
1589,0,White,-0.5,18-29,HS,0.574602564,South,SC
1590,1,White,0.5,70+,No HS,0.59818561,North Central,MO
1591,0,Black,-0.5,40-49,4-Year College,0.382275815,Northeast,NY
1592,1,White,0.5,18-29,HS,0.6428513770000001,South,AR
1593,0,Other,-0.5,18-29,Some college,0.325586625,West,HI
1594,0,White,-0.5,50-59,Some college,0.63624343,South,TN
1595,1,White,0.5,50-59,Some college,0.547132256,South,TX
1596,0,Hispanic,0.5,30-39,4-Year College,0.547132256,South,TX
1597,0,Hispanic,0.5,50-59,HS,0.506188355,South,FL
1598,0,White,0.5,18-29,HS,0.506188355,South,FL
1599,1,White,0.5,50-59,Some college,0.59818561,North Central,MO
1600,0,Other,0.5,60-69,4-Year College,0.550635478,North Central,IA
1601,0,Black,-0.5,30-39,Some college,0.338717892,West,CA
1602,1,White,-0.5,60-69,4-Year College,0.506188355,South,FL
1603,0,Hispanic,-0.5,40-49,4-Year College,0.547132256,South,TX
1604,1,Other,-0.5,18-29,Some college,0.547132256,South,TX
1605,1,White,0.5,70+,Some college,0.473166666,West,CO
1606,1,White,0.5,50-59,Some college,0.5266117260000001,South,GA
1607,0,White,-0.5,18-29,Some college,0.338717892,West,CA
1608,1,White,0.5,50-59,Some college,0.63624343,South,TN
1609,1,White,-0.5,50-59,4-Year College,0.501176682,North Central,MI
1610,1,White,0.5,40-49,HS,0.338717892,West,CA
1611,0,White,-0.5,18-29,Some college,0.547132256,South,TX
1612,0,White,-0.5,18-29,4-Year College,0.487062906,West,NV
1613,1,White,-0.5,60-69,Some college,0.440013786,South,DE
1614,1,White,-0.5,30-39,Some college,0.574602564,South,SC
1615,0,White,-0.5,60-69,Post-grad,0.382275815,Northeast,NY
1616,0,White,-0.5,18-29,Some college,0.41213068799999997,West,WA
1617,0,White,-0.5,60-69,HS,0.601173095,North Central,IN
1618,1,White,0.5,60-69,Post-grad,0.35348721299999997,Northeast,MA
1619,1,White,-0.5,40-49,HS,0.547132256,South,TX
1620,0,Hispanic,-0.5,50-59,4-Year College,0.338717892,West,CA
1621,1,White,-0.5,60-69,HS,0.59818561,North Central,MO
1622,0,White,-0.5,50-59,Some college,0.382275815,Northeast,NY
1623,1,White,-0.5,60-69,HS,0.382275815,Northeast,NY
1624,0,Other,0.5,30-39,Post-grad,0.382275815,Northeast,NY
1625,1,White,-0.5,50-59,4-Year College,0.542676846,North Central,OH
1626,1,White,-0.5,30-39,HS,0.65670629,South,KY
1627,0,White,-0.5,18-29,4-Year College,0.65670629,South,KY
1628,1,White,0.5,50-59,4-Year College,0.643741436,South,AL
1629,0,White,-0.5,50-59,HS,0.382275815,Northeast,NY
1630,0,White,-0.5,40-49,Some college,0.382275815,Northeast,NY
1631,1,White,-0.5,18-29,Some college,0.506188355,South,FL
1632,1,Black,0.5,50-59,4-Year College,0.547132256,South,TX
1633,1,White,0.5,50-59,Post-grad,0.542676846,North Central,OH
1634,1,White,-0.5,18-29,No HS,0.65670629,South,KY
1635,1,White,-0.5,50-59,HS,0.59818561,North Central,MO
1636,0,White,-0.5,40-49,HS,0.547132256,South,TX
1637,1,White,-0.5,70+,No HS,0.721610523,South,WV
1638,1,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
1639,0,White,0.5,30-39,4-Year College,0.683101767,West,ID
1640,0,Black,-0.5,60-69,Post-grad,0.643741436,South,AL
1641,0,White,-0.5,40-49,Post-grad,0.547132256,South,TX
1642,0,White,-0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
1643,0,White,0.5,30-39,Post-grad,0.5037553579999999,Northeast,PA
1644,1,White,0.5,70+,Some college,0.5037553579999999,Northeast,PA
1645,1,White,0.5,60-69,HS,0.590898473,South,MS
1646,1,White,0.5,60-69,4-Year College,0.506188355,South,FL
1647,0,Black,0.5,18-29,Some college,0.5266117260000001,South,GA
1648,1,White,0.5,60-69,Some college,0.382275815,Northeast,NY
1649,0,Hispanic,-0.5,30-39,Some college,0.518900234,West,AZ
1650,1,White,0.5,60-69,Post-grad,0.611096643,West,MT
1651,0,White,0.5,30-39,Some college,0.41213068799999997,West,WA
1652,1,White,-0.5,18-29,Some college,0.65670629,South,KY
1653,1,White,-0.5,40-49,4-Year College,0.547132256,South,TX
1654,1,White,0.5,40-49,4-Year College,0.65670629,South,KY
1655,1,Other,-0.5,18-29,4-Year College,0.338717892,West,CA
1656,1,Black,-0.5,30-39,Some college,0.5266117260000001,South,GA
1657,1,White,0.5,70+,4-Year College,0.409799486,North Central,IL
1658,0,Hispanic,0.5,40-49,4-Year College,0.519037458,South,NC
1659,1,White,0.5,70+,Post-grad,0.5266117260000001,South,GA
1660,0,Hispanic,-0.5,18-29,HS,0.409799486,North Central,IL
1661,0,Black,-0.5,50-59,4-Year College,0.5266117260000001,South,GA
1662,0,White,-0.5,18-29,4-Year College,0.506188355,South,FL
1663,0,White,-0.5,50-59,Post-grad,0.601173095,North Central,IN
1664,0,White,0.5,70+,4-Year College,0.601173095,North Central,IN
1665,0,Black,-0.5,18-29,Some college,0.547132256,South,TX
1666,1,White,-0.5,60-69,Some college,0.501176682,North Central,MI
1667,0,White,-0.5,50-59,HS,0.50407989,North Central,WI
1668,0,Hispanic,-0.5,30-39,Some college,0.506188355,South,FL
1669,0,Other,0.5,18-29,Some college,0.623836582,West,UT
1670,1,Black,0.5,30-39,Some college,0.338717892,West,CA
1671,0,White,0.5,60-69,Post-grad,0.683101767,West,ID
1672,0,White,0.5,50-59,Post-grad,0.5266117260000001,South,GA
1673,0,Black,-0.5,18-29,HS,0.338717892,West,CA
1674,0,White,0.5,30-39,4-Year College,0.338717892,West,CA
1675,0,Hispanic,-0.5,40-49,4-Year College,0.338717892,West,CA
1676,1,White,0.5,60-69,Some college,0.547132256,South,TX
1677,1,White,0.5,60-69,HS,0.453492051,West,NM
1678,0,Black,0.5,18-29,Some college,0.547132256,South,TX
1679,1,White,-0.5,30-39,4-Year College,0.41213068799999997,West,WA
1680,1,Black,-0.5,50-59,Some college,0.338717892,West,CA
1681,0,Other,0.5,70+,Post-grad,0.338717892,West,CA
1682,1,Hispanic,0.5,30-39,4-Year College,0.5037553579999999,Northeast,PA
1683,0,Hispanic,-0.5,40-49,HS,0.506188355,South,FL
1684,0,White,0.5,30-39,4-Year College,0.338717892,West,CA
1685,0,Hispanic,-0.5,30-39,4-Year College,0.35983750299999995,South,MD
1686,0,Black,-0.5,60-69,HS,0.338717892,West,CA
1687,0,White,0.5,70+,Some college,0.382275815,Northeast,NY
1688,1,White,0.5,18-29,HS,0.5037553579999999,Northeast,PA
1689,0,Hispanic,0.5,30-39,Some college,0.487062906,West,NV
1690,1,Black,-0.5,30-39,Some college,0.5037553579999999,Northeast,PA
1691,0,White,-0.5,40-49,Post-grad,0.338717892,West,CA
1692,1,White,-0.5,18-29,Some college,0.491681431,North Central,MN
1693,0,White,0.5,40-49,Some college,0.491681431,North Central,MN
1694,1,White,0.5,30-39,HS,0.501176682,North Central,MI
1695,1,White,0.5,18-29,Some college,0.59818561,North Central,MO
1696,0,White,0.5,18-29,Some college,0.338717892,West,CA
1697,1,White,-0.5,50-59,4-Year College,0.59818561,North Central,MO
1698,0,White,0.5,70+,Some college,0.518900234,West,AZ
1699,1,White,0.5,60-69,4-Year College,0.542676846,North Central,OH
1700,0,White,-0.5,18-29,Some college,0.519037458,South,NC
1701,1,Black,0.5,18-29,Some college,0.6017167720000001,South,LA
1702,0,White,-0.5,60-69,Some college,0.35348721299999997,Northeast,MA
1703,1,Other,0.5,30-39,Some college,0.338717892,West,CA
1704,0,White,0.5,30-39,4-Year College,0.473166666,West,CO
1705,0,White,-0.5,60-69,HS,0.41213068799999997,West,WA
1706,0,White,-0.5,60-69,4-Year College,0.491681431,North Central,MN
1707,1,White,0.5,70+,Some college,0.338717892,West,CA
1708,0,Other,0.5,60-69,Post-grad,0.338717892,West,CA
1709,1,White,0.5,70+,HS,0.6354767410000001,North Central,NE
1710,1,White,-0.5,50-59,Some college,0.487062906,West,NV
1711,0,White,-0.5,30-39,HS,0.471736237,South,VA
1712,0,Other,-0.5,18-29,Some college,0.382275815,Northeast,NY
1713,1,Black,0.5,50-59,Some college,0.471736237,South,VA
1714,1,White,-0.5,18-29,Some college,0.5266117260000001,South,GA
1715,0,White,-0.5,30-39,HS,0.611096643,West,MT
1716,1,White,0.5,40-49,Some college,0.42715809899999996,Northeast,NJ
1717,0,White,0.5,40-49,4-Year College,0.547132256,South,TX
1718,1,Other,-0.5,40-49,Post-grad,0.501176682,North Central,MI
1719,0,Other,-0.5,40-49,Some college,0.643741436,South,AL
1720,1,White,0.5,40-49,Some college,0.409799486,North Central,IL
1721,1,Hispanic,-0.5,18-29,HS,0.547132256,South,TX
1722,0,White,0.5,30-39,Post-grad,0.473166666,West,CO
1723,1,White,0.5,70+,No HS,0.693047372,South,OK
1724,1,White,-0.5,30-39,Some college,0.601173095,North Central,IN
1725,0,Black,-0.5,40-49,Some college,0.6428513770000001,South,AR
1726,0,Other,0.5,40-49,4-Year College,0.325586625,West,HI
1727,1,White,0.5,60-69,4-Year College,0.338717892,West,CA
1728,1,White,-0.5,40-49,4-Year College,0.542676846,North Central,OH
1729,1,Black,-0.5,50-59,HS,0.590898473,South,MS
1730,0,White,-0.5,30-39,HS,0.506188355,South,FL
1731,0,White,-0.5,40-49,Post-grad,0.338717892,West,CA
1732,0,White,-0.5,60-69,HS,0.601173095,North Central,IN
1733,0,White,-0.5,50-59,Some college,0.506188355,South,FL
1734,0,White,-0.5,70+,HS,0.601173095,North Central,IN
1735,1,White,0.5,30-39,Post-grad,0.623836582,West,UT
1736,1,Hispanic,0.5,60-69,Post-grad,0.338717892,West,CA
1737,1,White,0.5,40-49,HS,0.35348721299999997,Northeast,MA
1738,1,Black,-0.5,50-59,Post-grad,0.471736237,South,VA
1739,1,White,-0.5,60-69,No HS,0.601173095,North Central,IN
1740,0,Black,0.5,30-39,No HS,0.5266117260000001,South,GA
1741,0,White,-0.5,50-59,HS,0.5037553579999999,Northeast,PA
1742,1,White,-0.5,70+,HS,0.59818561,North Central,MO
1743,0,White,0.5,50-59,HS,0.65670629,South,KY
1744,0,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
1745,0,White,0.5,70+,Post-grad,0.382275815,Northeast,NY
1746,0,Hispanic,-0.5,40-49,4-Year College,0.382275815,Northeast,NY
1747,1,White,-0.5,40-49,HS,0.34813573700000006,Northeast,VT
1748,0,White,0.5,30-39,HS,0.63624343,South,TN
1749,0,Other,-0.5,50-59,Some college,0.506188355,South,FL
1750,1,White,0.5,18-29,Some college,0.501176682,North Central,MI
1751,0,White,-0.5,60-69,Post-grad,0.5037553579999999,Northeast,PA
1752,0,Other,0.5,30-39,Post-grad,0.693047372,South,OK
1753,1,White,-0.5,70+,HS,0.409799486,North Central,IL
1754,0,White,-0.5,60-69,Post-grad,0.5037553579999999,Northeast,PA
1755,0,White,0.5,40-49,HS,0.5037553579999999,Northeast,PA
1756,1,White,-0.5,18-29,HS,0.338717892,West,CA
1757,0,White,0.5,40-49,HS,0.6017167720000001,South,LA
1758,1,White,0.5,40-49,Post-grad,0.5037553579999999,Northeast,PA
1759,0,White,0.5,50-59,Some college,0.487062906,West,NV
1760,1,White,0.5,60-69,Some college,0.59818561,North Central,MO
1761,1,White,-0.5,30-39,HS,0.693047372,South,OK
1762,0,White,-0.5,50-59,HS,0.63624343,South,TN
1763,1,White,-0.5,70+,HS,0.574602564,South,SC
1764,1,White,0.5,50-59,4-Year College,0.471736237,South,VA
1765,0,White,0.5,30-39,HS,0.471736237,South,VA
1766,0,Other,-0.5,18-29,Some college,0.501176682,North Central,MI
1767,0,White,-0.5,50-59,Some college,0.547132256,South,TX
1768,1,White,-0.5,30-39,Some college,0.643741436,South,AL
1769,0,White,-0.5,40-49,HS,0.547132256,South,TX
1770,0,White,0.5,60-69,Post-grad,0.50407989,North Central,WI
1771,1,White,0.5,40-49,4-Year College,0.471736237,South,VA
1772,0,White,0.5,60-69,HS,0.5037553579999999,Northeast,PA
1773,1,White,-0.5,50-59,No HS,0.473166666,West,CO
1774,1,White,0.5,50-59,HS,0.611096643,West,MT
1775,0,White,-0.5,60-69,4-Year College,0.453492051,West,NM
1776,0,White,-0.5,50-59,HS,0.542676846,North Central,OH
1777,1,White,-0.5,60-69,4-Year College,0.5037553579999999,Northeast,PA
1778,0,White,-0.5,60-69,Post-grad,0.338717892,West,CA
1779,1,White,-0.5,50-59,Some college,0.471736237,South,VA
1780,1,White,0.5,18-29,HS,0.574602564,South,SC
1781,0,White,-0.5,18-29,4-Year College,0.59818561,North Central,MO
1782,1,White,0.5,70+,4-Year College,0.35348721299999997,Northeast,MA
1783,1,White,-0.5,70+,4-Year College,0.409799486,North Central,IL
1784,0,White,0.5,18-29,HS,0.487062906,West,NV
1785,1,White,-0.5,60-69,Post-grad,0.590898473,South,MS
1786,0,White,-0.5,40-49,HS,0.547132256,South,TX
1787,0,White,0.5,18-29,4-Year College,0.382275815,Northeast,NY
1788,0,Other,-0.5,18-29,HS,0.338717892,West,CA
1789,0,Black,-0.5,30-39,Some college,0.506188355,South,FL
